review,star,label,link_idx
"El tenis es muy confortable con respecto a la absorción del impacto al caminar, pero me molesta y me ha pelado en la parte de atrás del pie (talón), pues la parte del tenis que cubre esa área, está muy inclinada hacia adentro y eso le limita el uso del calzado, pues a los pocos pasos, siento que el roze del calzado en la parte del talón, me provoca dolor e incomodidad.",3,0,26
Runs small at least 1 size up. Hurts behind feet. Blisters may occur if not careful.,3,0,26
"Graat sneakers, but it was not white. More like off white",3,0,26
Runs small and too bulky looking.,3,0,26
Very narrow and stiff. Had to return.,3,0,26
"I ordered these shoes and they fit great and felt good. After a walk the shoes had ripped up the back of my heels and blood was everywhere. The back of the shoes are very stiff, I do not recommend wearing them for a long time.",1,0,26
"Very comfortable cushion wise but terrible fit in the back heel! Every step years up the back of your heel. Had no choice but to return, Would not recommend!!",2,0,26
I ordered these running shoes for my wife who usually wear a size 6 in women. It is way too tight! There is no way that was a size 6 it was more like a 5 or 5.5. Sizing is off!,1,0,26
Uncomfortable,3,0,26
"Size chart needs to be more clearer, buy elsewhere. I returned it the next day, no more comments. Waste of time",1,0,26
These shoes caused heel blisters after 30 minutes of cardio.,2,0,26
"They run Very small. I normally wear a 9.5 or even a 9 and my other Nikes are 9.5, but this time I bought a 10 and my toes touch the end of the toe box! I keep wearing them but it’s very disappointing",3,0,26
"Not true to size. Too harsh on the back of the heal. Shoe is very stiff, close to no flexibility for the balls of your feet. Overall a painful experience.",1,0,26
I always order Nike in the same size & never have a problem. With this style I should have ordered atleast a half a size up. These are very tight across the top of my foot. The most uncomfortable pair of Nikes I own. That being said the bottom are very cushiony so I like them in that respect.,3,0,26
The show goes high up my ankle and is very uncomfortable. I can’t wait them. They cause lots of pain in my ankle.,2,0,26
They run way too small,3,0,26
Size 7.5 US is not the same in all Nike models. This specific model runs smaller,1,0,26
I have received only left shoes!!!!!! where's the right shoe??? Something troublesome happened!!!,1,0,26
"These shoes have good support but fit rather tight and haven’t loosened up after multiple long runs. After all day walking in them on a zoo trip, I could not wait to get these off my feet because my toes were hurting so bad",1,0,26
Not for wide foot 🦶. It was tinny shoes,3,0,26
"These don’t have much support…also, lots of glue exposed on the shoes. They fell apart on me in 2-3 months",1,0,26
Very tight across the top of the foot.,1,0,26
Le quedaron muy ajustados.,2,0,26
"They run very small and do not come in a Nike box. Mine came in a crushed box and were packaged inside that in a plastic bag, with no Nike tags at all! So weird. Returning them for sure. Pretty bummed.",2,0,26
"Soy de pie delgado y me quedo apretadisimo en el empeine soy 7.5 y me quedo muy justo qson muy puntudos,no me gusto super incomodos",1,0,26
After reading some reviews this shoes sounded super promising. However they were a huge flop! They were super uncomfortable could not break the man ran super small and ripped within a day to not waste your money!!!,1,0,26
Many years wearing Nike makes think this shoes are no real nikes…. !!!,3,0,26
"All the Nike shoes I have ever purchased have come in a Nike box, I believe theses shoes were worn",1,0,26
0 stars cannot return. They rubbed blisters on my achilles tendon. Attempted to strretch them out for a month. It didn't work and now I cannot return them!!!,1,0,26
Runs really short. Beautiful shoes but 6.5 for a 9 y old girl runs short.,3,0,26
The heel of the shoe rubbed my skin off !!!’ Very painful even after 1st use’ I have not put them back on still waiting for the heel to recover!,1,0,26
The sizing was to small…..by a lot,1,0,26
Didn't like the fit. Got narrow towards the toes it was not true to size,3,0,26
Much smaller than other Nike shoes of the same size. Disappointing bc the colors were fantastic,2,0,26
I even went up a half size so I could comfortably add socks. Not a comfortable shoe.,2,0,26
Love the way they look but they rub on the back of my ankles and I got blisters!,3,0,26
"Narrow toe box; not flexible,",2,0,26
One shoe makes a noise when walking on any surface. I have tried to apply tape or different products. Does not help,2,0,26
The product wasn’t what I expected. It looked cheap and I was not satisfied,1,0,26
Very disappointed with these sneakers.,1,0,26
The mesh part on my right shoe has ripped.,2,0,26
Demasiado pequeños,2,0,26
The back is rough and gives a shoe “bite” .,1,0,26
too painful to wear,1,0,26
Estan comodos,1,0,26
Muy duro detra del talon,3,0,26
The product was used !,1,0,26
Walking,3,0,26
"I purchased identical shoe directly from nike store last year, I figured buying from Amazon I would get same product but it's at least a size and a half smaller than my authentic nike from the store. I checked size on label in both sets of shoes and both are 9.5 so I have to assume the pair from Amazon are not real Nikes.
Trying to return them is not easy because I have no way to make labels for returning😣",1,0,26
"They are comfortable other than they are very high and very stiff at the Achilles tendon area at the back of the shoe. The arch support is good but the shoes are painful after a while. I'm working 12-hour shifts and needed moleskin to cover open blisters after 4 hours and I bled into the shoes, even with higher socks. Perhaps these are designed as more of a fashion shoe, probably comfortable to run errands but not good for working on your feet.",3,0,26
"This beautiful sneaker was a gift, so I was REALLY upset that they were too small. I've worn Nikes size 9 for years, so why do these fit so poorly? Even worse, I wore them outside, so no exchange...",1,0,26
"I love Nike shoes, but these ones missed the mark. The back (as stated in many reviews) of the shoes are very stiff. I got blisters the first several times I wore them, hoping to break them in. It only semi worked, but are still so uncomfortable on my heels, that I don’t even try to wear them anymore. I regret buying them, which is sad to say. Also: if you are still going to gamble this purchase, size up...they run about a half a size small.",2,0,26
"This product is definately not original , so uncomfortable and the fit is pathetic . It hurts my ankle . Nike is my fav brand and by seeing and wearing it can say this is not original .",1,0,26
Went 1/2 size bigger than usual. Could have gone 2 sizes bigger.,1,0,26
Okay so these shoes are comfortable but I would suggest upping one size for comfort. I have wore this for 3 days now and I got blisters kn the second day. It does not seem to get any more comfortable than what it was the first day. I will probably be exchanging it for a bigger size.,3,0,26
Me gusta el confort y soporte muy buen calzado,3,0,26
"Really excellent running shoes, good support and shock absorption in the heels in particular. They fit maybe just a tiny bit snug so consider going up a half size if you've got wide feet.",1,0,26
"Very comfortable. Provides lots of support and cushioning for long walks. The colors are amazing. Would recommend 100%,",1,0,26
"Well… the shoes took more then a week to arrive. Came in a nike shoe box well packed. But as u can see on the pictures, I don’t think it’s suppose to have the bare foam exposed like this in a original nike shoes! Makes no sense to me. To be honest, u can’t notice the bare foam on the seller’s pictures page. So, I am not sure if this is original! I don’t think so. But I will paint the foam black and I guess it will be ok. But be aware that the shoes will come like in the pictures.",2,0,26
The tongue of the shoes have exposed foam on the top and look unfinished. I am not pleased with this at all. Would like to send these back and get the correct ones. Paying 150.00 for these shoes should entitle me a pair of shoes that are finished.,1,0,26
Front flaps are different sizes,1,0,26
Several things about the shoe show that the shoe is a used shoe although nothing is worn out you can easily tell this “new” shoe at the “new” price is not so.,1,0,26
These are the fakest Nike I have ever seen. The quality is so cheap. The sole is made from the cheapest plastic. I was so disappointed. Don't waste your money. These aren't real Nikes. They are Hella fake.,1,0,26
"Shoes are great!
To quote my daughter, who the shoes are for, “This is the sketchiest Amazon box order I have ever opened.”",3,0,26
The shoe was nice but ran small and my toes are right at the top very uncomfortable. Please order 1/2 size up,3,0,26
"The box came torn and held together with a rubber band. The shoes themselves have clearly been tried on (debris in the tread and the laces were untied). Also there is a very noticeable dark spot on the top of the left shoe. The Nike “swoosh” looks like it has been re-glued to the sides of the shoe and overall, the appearance is poor. I was really looking forward to getting these shoes but can’t say I’m very happy now.",2,0,26
"Received this product and first thing I noticed is I received the shoes in a plastic bag with no tags or nothing. When I touched the material and instantly knew these were knock offs right away. I own plenty of Nike shoes and these definitely were not real. The material is very cheap and thin. The stitching is extremely weak, not reinforced well and finally the foam on the bottom was cheaply made. I ordered $20 shoes off of amazon once and it felt like the same exact material. Not a Nike shoe for sure. Might as well buy the real deal for the same price they are selling these poorly made shoes. I was disappointed in the quality, not worth the money.",1,0,26
"I ordered a 7.5 and it fit really tight, which is unusual because I have narrow feet. I also sustained an injury from the shoe digging into my heel after a 30 minute walk. The soles also did not feel that comfortable after a long walk. After a week of wear, they did loosen up a little. Still not the most comfortable sneaker. I have never had this issue with Nike sneakers before. I will stick to buying my Nikes in-person. I don't recommend these.",1,0,26
"I've had gym shoes that I have to work in before, but these are not work in-able. I have had these for a few months now, and, every single time I wear these, they rub my ankles until they bleed. I have tried every trick in the book, from getting in-shoe supports, to wearing blister pads on the back of the shoes, but everything I do causes the rubbing to get worse. If it weren't for the rubbing, the shoes would be supportive and comfortable, with the rounded soles making walking very easy and cushioned.",1,0,26
"I’m a huge fan of Nike running shoes, but these are not my favorite. I bought these specifically for running (I run ~15miles/wk). They run slightly small compared to my other Nikes, so I’d recommend going up a half size.

After running in them now for about a month, they don’t provide as much support as I’d like, and my ankles/arches are hurting midway through my runs, which I’ve never had a problem with before. I tried running in another pair of Nikes the other day and no pain. So, overall, they look great and maybe good for the gym or walking, but I wouldn’t recommend them for frequent runners.",3,0,26
I had these in all black and was pleased with them (they crease easy) so I ordered the navy blue ones. The first time I wore them they were fine. Yesterday mid workout I started to experience numbness in my left foot. It’s as if the left shoe shrunk overnight! I have zero room in my toe box but only on the left side. My other pair are perfectly fine. Wore the navy ones again and tried to be more conscious of how the shoe fits and the left shoe is significantly smaller.,2,0,26
Not for wide feet. Also make your feet look long,3,0,26
"I have flat feet and these have absolutely no support. I own other nikes that are all knit fabric that have support in the arch area. Nike is usually pretty good about that. I’ve recently started playing double dutch for fun and exercise. Websites have been pointing to this show as being great for jumping. I can’t say if they are or are not good for jumping. But if it can’t support my arch at the try on stage, then unfortunately they must go back for me.",1,0,26
"Love the shoe! BUT these are for running in the gym, not outdoors! I live in a rural area and run in the street. By doing so I collect pebbles on the sole of my shoes. Make it difficult to run long distances and to also I bring in the pebbles into my home if I do not remove the at the door.",3,0,26
This is a nice workout shoe. The reason I rated it 3 stars is because of the uncomfortable ankle flap on the back of the shoe. I don't understand why it was designed the way it was. It runs painfully on the Achilles tendon when I walk. I don't feel the flap during high intensity workouts and short jogs. I wish it was not there so I could wear the shoe for walking also.,3,0,26
"Nice shoe, but the sizing info is way off. I’m a woman, and the title says MEN’S shoe and I bought this in my male size. I just received today and the sizing is in women’s. Returning this just to wait till Tuesday to get my right size. So frustrating.",2,0,26
"Again, when I tried the shoes on, they were too tight and hard to squeeze into, to be my size. Nike's makes it's shoe sizes too small, for the expence. They don't tell you that you should buy your size one half to one size up.",2,0,26
The shoes are too small. The insoles are removable. With them in they are about a size too small and too tight. With them out the shoe fits but has no comfort and feel flat. I will be returning.,1,0,26
I am a true 7.5 size and my big toe stuck over the end of the shoe. These were apparently returned because there was a toe impression already in the shoe.,1,0,26
"I have narrow feet. I was hoping this would work. The back part the covers the heel, to the ankle was very long and rubbed where shoes don’t normally go. Returned.",3,0,26
"I'm a big walker and I feel my feet on the ground - not enough cushion. Well made, but wish they had more heft.",3,0,26
Comfortable but they are counterfeits..not real Nikes buy at your own risk.,3,0,26
The shoes are too tight’ Not true to size!,1,0,26
"They are so cute, but the 10 were too big, my foot was sliding around in them doing HIIT workouts, and 9.5 was too small. So no go for me",3,0,26
"I ordered a size five, and I expected it to fit well with my feet because I’m a size four and a half. But when it arrived, and I tried it on, It was too tight. Therefore, if your shoe size is four and a half, order a six. (I’m still wearing them, though.😂)",3,0,26
The product itself was great however it would’ve been nice to know that they wouldn’t come in the box. Had I known that I never would’ve bought them seeing how they are going to be a Christmas present,3,0,26
But this particular style was very uncomfortable,2,0,26
I loved the style of this shoe; the color and the sleekness; however it was too tight. The shoe didn’t have “tongue” that could adjust; causing too snug a fit.,3,0,26
"There is little lateral support for training and the shoe runs very large compared to it's previous models. I have very narrow feet, so I always bought Nike's b/c they fit great. Unfortunately I didn't realize how poor these felt until I was working out and walking in them. The heal back is high and rubs on the ankle. I don't think I would buy these again. They are not the same quality as the Free's I've bought in the past.",1,0,26
Minor scratches all over the side of shoes! Not happy with the purchase please send refund if possible!,1,0,26
This shoe has a nice support but I’ve had these shoes for a couple months now and every single time I go on a walk/run I get blisters. The heel of the shoe rubs a lot. These are good shoes to wear to stand at work but not the best for active use,3,0,26
"Be careful, the size chart of Amazon seems off, the cm doesn't correspond!",1,0,26
Very nice shoes. No support,3,0,26
Way to wide at least aesthetically and fit wise,3,0,26
The toe area is too shallow.,3,0,26
"Length is good, but width is very tight.",2,0,26
"The inside soles where not in them when I received the shoes, and they had beige spots all over them",1,0,26
"I don’t like the loops that the shoe strings loop through, they seem cheaply made, I get the feeling they will eventually break.",2,0,26
"I chose to ignore some of the negative reviews about these shoes and bought them anyway... mistake. I wanted to like them but they just look cheap. Not typical Nike quality so, not sure if they are legit or not but I'm not happy with them... boo.",1,0,26
"This product came new, but it is clear they have already been worn. Bottoms are dirty and scuffed",2,0,26
I received both left shoes.,1,0,26
A “white box” with a pasted on label. Looks to me that they are not genuine Nike!,1,0,26
Very difficult to put on,3,0,26
"Not only did the box arrive damaged, the box state’s size 10 but the shoes state size 9",1,0,26
The shoes are great but the shoe laces were black and gold and obviously were not meant for these shoes.,2,0,26
This shoe is actually a women's shoe. It is listen as men's but is incorrect.,1,0,26
Very uncomfortable,1,0,26
No “tongue” shoe,3,0,26
The description said men’s but the shoes were woman’s,1,0,26
"I expected more arch support, as that's the main reason I bought them.",2,0,26
These are NOT 12.5! Smh I want my money back ASAP,1,0,26
Faux Nike product...,3,0,26
I'm a male and I got a females shoe,3,0,26
Was too wide and arch did not fit for walking,1,0,26
Run small,1,0,26
Extremely fake and very obvious that it is. Do NOT buy.,1,0,26
Bulky,2,0,26
It’s not good and expensive,2,0,26
"These shoes are not water proof or even water resistant to any degree. Even if my llama spit on them, it could get through. They are stable for walking, but the rubber bottom is more rigid than feels normal so I would not recommend. They are also way more sparkly than the picture shoes with sparkly shoe laces if you like that. To me they feel like clown shoes. when I look down.",2,0,26
"I bought this pair of shoes only because I loved the light lavender color. This turned out to be a bad purchase since the soles are so thin and you feel like you are walking bare footed with no support whatsoever during my regular treadmill work out. Since I opened the box and worked out in it once will not return it. But to be honest, this pair of shoes have no way comparable with other no-brand names jogging shoes. Don’t recommend people to buy if they are looking for good supporting training shoes.",2,0,26
"You guys just mess my plans for the sneakers..
They are not true to size.
I had to give it to my daughter...
Because I dont have time to do returns...
Please next time let your customers know this facts.. so they can make better choices..
Remember the sneakers are not cheap",1,0,26
It is not an original product.,1,0,26
"If you are wondering whether or not to order these shoes from this seller....don’t do it. The shoes I received are NOT authentic Nike. I knew as soon as I saw them that they looked a little weird. Then I when went to put them on they were large and clunky. This is odd when Nike is known to run a half size small and especially odd when I’ve worn the same exact for more than 20 years. The inner sole was hard as a rock, not soft and cushiony the way a nice new pair of Nike feels, the outer sole was made of the cheapest plastic that made a click-clack noice when I walked not the nice quality rubber Nike uses, and every step I took made a crunching sound which I was never able to tell exactly where it came from. As I examined more closely there were so many errors in the stitching where places did not align the way an authentic Nike would have. There were many differences in the shoe pictured and the shoe I received. I did not think to read the feedback/comments before I purchased as Nike is a reputable company and I’ve never had an issue with fake shoes but as my suspicions kept growing I went back to read others experience and many others also caught on to the imposter shoes so this has been going on for quite a while. If you want a shoe that won’t last as long as a pair of Nikes and that are loud and uncomfortable to wear then buy these ones! If you are wanting an authentic pair you will be taking your chances if you purchase from this seller.",1,0,26
"I only buy Nike shoes and these are not the same quality. I have had them less than 2 months and I take very good care of my shoes but it already has a little hole in the top, I'm guessing from my toenail even though I keep my toenails short. My last pair of Nike shoes bought from Amazon lasted 3 years and the ones previous to those lasted more than 2 years. These lasted less than 2 months. Now I have to spend more money to buy a new pair.",1,0,26
I only wear these shoes 2 x per week to go for a walk. Ordered them in February of this year and they already have a hole in the toe area. Very disappointing!,1,0,26
When I first put these those on I hated them. I still prefer the Nike revolution 5 but as I wore these shoes over a few hours somehow my foot got used to them (I know that sounds ridiculous) and they broke in. I still don’t think they are nikes most comfortable or supportive shoe...by a long shot. The foot bed is really hard. I purchased these because the reviews were great and I love the colors but they ended up being just ok. They seem very basic with no added padding. I’ll probably keep them because they were on sale and just wear them running errands. They look really cute with jeans. For walking I definitely prefer the revolution 5.,3,0,26
"Look cheap, I think they are knock-off.",1,0,26
"I have lived other Nike runners and talky liked this color, graphite with black soles but the inserts don't remove to allow my heel wedge to fit in one shoe and there is no arch support or cushion felt at all. The toe box is too big for my liking, so I will have to return.",3,0,26
"I'm on my feet at work all day and needed comfortable sneakers. These worked well but after about a month, I got a hole on the right foot (where my big toe is). I didn't do anything drastic or kick anything with my right foot.
I've used them on long walks/hikes but they're not very supportive compared to a new pair I got (which is another brand as well).
I also notice a difference with the way my body feels with my new pair compared to these sneakers.
I wouldn't buy them again.",3,0,26
"I love Nike shoes. I also loved these shoes until last week. I've had them for just under two months and I already have a hole in both the right and left shoes. I do a lot of walking and these shoes were pitched as good for walking and running and transitioning from running to walking and vice versa. They have great grip and I was really happy with the purchase until they started to break down last week. I'm so disappointed and honestly, more disappointed that I spent $80 on what I thought was an excellent pair of shoes that would last me way longer than 2 months.",2,0,26
"It is too small although I order the size I usually wear. I read the review about the size before I placed the order, some say it is true to the size, some says it is not. I pick to trust the one who say true to the size and it is wrong. The shoes is too small and narrow although I have narrow feet. And when I try to put it on, I do not feel the arch inside the shoes as other people describe. So, I decided to return it. However, I need to pay the shipping fee around $10 dollars and ship it with USPS. I am not happy with my purchase.",2,0,26
"They ripped off already. Only 2 weeks and I’ve got a whole on them. Hey, it’s Nike! they, are not supposed to rip off so fast. Unless they are fake.",1,0,26
"I just wore out a pair of Nike Downshifters , and was pleased to find that I could order another pair. But unfortunately the Nike swoosh on the side is made of a thick rubber-type paint with a thicker border. It rubs on the side of my foot and is very uncomfortable. So, I will be returning them.",3,0,26
"Light, comfy and nice looking. But not enough support of the arch. It fit well my narrow feet. But it’s NOT a pair for running.
I returned it. The return process is not as easy as regular amazon returns. I had to take it to the post office and have it weighed. You pay shipment per weight and zip code. :(",2,0,26
"Runs a bit short. For size 11
I’m disappointed otherwise would have been v comfortable nice sneakers",2,0,26
"Honestly, I hate these shoes. I guess they will be fine for just doing stuff around the house. But I was looking for new shoes to use for walks at the park. Had always had luck with Nike. These are soooo uncomfortable and have almost no cushioning. I added some padding and it still didn’t help.",2,0,26
"My wife was really excited to get these and tried on the right one and said it fit great, but when she went to put on the right one she realized she had two right shoes. Obviously this will not work for her so we are sending them back.",1,0,26
"The shoe is great if you size it correctly. Their 8 is not the same fit as Adidas 8. I'm an Adidas fan, but grabbed these to change it up. That was my first mistake. I've written Adidas for 30 yrs, and have always worn the same size. Nike shoes run really narrow and are not comfortable for me to wear.",3,0,26
Returned these shoes. Didn't appear to really be Nike shoes. The left shoe was cut so low around my ankle that the shoe would slip off my ankle when I tried to walk. It was so bad I had no choice but to return them.,1,0,26
I've bought Nikes for years but the last two pairs really hurt my feet. I've always been a size 9 and this pair my toe rubbed through after two months. The quality seemed off and they are 3 months old and I have to throw them out. I switched to new balance and a pair of Brooks now,2,0,26
"I stand 11 to 12 hours a day.These are the most uncomfortable Nike ever! Flat no arch support Rubs the top of my foot.Red marks on my big toe.Says true to size.I ordered size 6. I paid almost 100.00 bucks.I now have to go buy new shoes.Very disappointed! Save yourself some money
Don't buy these!",1,0,26
I never have any issues with nike shoes for wearing so many years but this pair gimme cheap fabric feeling and way too tight in the middle makes me feel like this is a fake nike!but even worse I end up have to pay $10.75 postage for return!!! will surely not go back to this “trusted footwear “ company again for business!!!,1,0,26
Wore them twice and they caused my toes/feet to go numb. Bought them for dancing since they were recommended by my dance instructor. No room issues since I bought my regular size they have enough space but I can’t even walk in these for an extended period of time.,2,0,26
"Shoe is too wide and too long. In the past, I have purchased Nike’s and they ran small. I ordered a size 8 due to that and wore them once and I’m now stuck with a shoe that doesn’t fit me properly.",3,0,26
"I have only warn these shoes maybe a dozen times and there is a small hole in the cloth on the toe already starting. These are comfortable, but not a good purchase for the price. Disappointed.",2,0,26
"Disappointed. Bought for work and both right and left shoes have worn in the upper foot area.
I wondered how well the mesh outside would last.
I’ve always bought Nikes but will not buy these again.",1,0,26
"The toe has worn out already. I have hole in one shoe after only two months of wearing them. Not worth the purchase. They are light weight and comfy, but wear out too soon. Very disappointing.",1,0,26
"I bought my regular size 9.5. But this Nike is a size bigger. I have 4 pairs of Nike running shoes and they all fit true to size except these Nikes. I bought this mostly for the color (maroon), and Amazon was the only one selling. I’m starting to wonder if these are genuine Nikes. I love the style and the color, so waiting for a size 9 to arrive.",3,0,26
Exchanging this pair as the left shoe insole was glued in crooked and immediately rubbed the heel uncomfortably upon trying on. The right shoe fit nicely and I'm hopeful the new pair will be perfect.,3,0,26
I bought them three months ago and just normal wear as a nurse and there is a hole in them from my toe.,2,0,26
I purchased these in February 2021. It’s May 2021. There’s already holes forming from big toe in fabric and the rubber reinforcement by big toe is peeling back on both shoes. Highly dissatisfied only lasting around 3 months :( and no support!,1,0,26
